Image,Mushroom,cap_shape,cap_surface,gills,stem_thickness,ring_presence
231,0,0,1,0,0,1
232,0,0,1,0,0,1
233,0,0,1,0,0,1
234,0,0,1,0,0,1
235,0,0,1,0,0,1
236,0,0,1,0,0,1
237,0,0,1,0,0,1
238,0,0,1,0,0,1
239,0,0,1,0,0,1
240,0,0,1,0,0,1
241,1,0,3,1,1,0
242,1,0,3,1,1,0
243,1,0,3,1,1,0
244,1,0,3,1,1,0
245,1,0,3,1,1,0
246,1,0,3,1,1,0
247,1,0,3,1,1,0
248,1,0,3,1,1,0
249,1,0,3,1,1,0
250,1,0,3,1,1,0
251,1,0,3,1,1,0
252,1,0,3,1,1,0
253,1,0,3,1,1,0
254,1,0,3,1,1,0
255,1,0,3,1,1,0
256,1,0,3,1,1,0
257,1,0,3,1,1,0
258,1,0,3,1,1,0
259,1,0,3,1,1,0
260,1,0,3,1,1,0
261,1,0,3,1,1,0
262,1,0,3,1,1,0
263,1,0,3,1,1,0
264,1,0,3,1,1,0
265,1,0,3,1,1,0
266,1,0,3,1,1,0
267,1,0,3,1,1,0
268,1,0,3,1,1,0
269,1,0,3,1,1,0
270,1,0,3,1,1,0
271,1,0,3,1,1,0
272,1,0,3,1,1,0
273,1,0,3,1,1,0
274,1,0,3,1,1,0
275,1,0,3,1,1,0
276,1,0,3,1,1,0
277,1,0,3,1,1,0
278,1,0,3,1,1,0
279,1,0,3,1,1,0
280,1,0,3,1,1,0
281,1,0,3,1,1,0
282,1,0,3,1,1,0
283,1,0,3,1,1,0
284,1,0,3,1,1,0
285,1,0,3,1,1,0
286,1,0,3,1,1,0
287,1,0,3,1,1,0
288,1,0,3,1,1,0
289,1,0,3,1,1,0
290,1,0,3,1,1,0
291,1,0,3,1,1,0
292,1,0,3,1,1,0
293,1,0,3,1,1,0
294,1,0,3,1,1,0
295,1,0,3,1,1,0
296,1,0,3,1,1,0
297,1,0,3,1,1,0
298,1,0,3,1,1,0
299,1,0,3,1,1,0
300,1,0,3,1,1,0
301,1,0,3,1,1,0
302,1,0,3,1,1,0
303,1,0,3,1,1,0
304,1,0,3,1,1,0
305,1,0,3,1,1,0
306,1,0,3,1,1,0
307,1,0,3,1,1,0
308,1,0,3,1,1,0
309,1,0,3,1,1,0
310,1,0,3,1,1,0
311,1,0,3,1,1,0
312,1,0,3,1,1,0
313,1,0,3,1,1,0
314,1,0,3,1,1,0
315,1,0,3,1,1,0
316,1,0,3,1,1,0
317,1,0,3,1,1,0
318,1,0,3,1,1,0
319,1,0,3,1,1,0
320,1,0,3,1,1,0
321,1,0,3,1,1,0
322,1,0,3,1,1,0
323,1,0,3,1,1,0
324,1,0,3,1,1,0
325,1,0,3,1,1,0
326,1,0,3,1,1,0
327,1,0,3,1,1,0
328,1,0,3,1,1,0
329,1,0,3,1,1,0
330,1,0,3,1,1,0
331,1,0,3,1,1,0
332,1,0,3,1,1,0
333,1,0,3,1,1,0
334,1,0,3,1,1,0
335,1,0,3,1,1,0
336,1,0,3,1,1,0
337,1,0,3,1,1,0
338,1,0,3,1,1,0
339,1,0,3,1,1,0
340,1,0,3,1,1,0
341,1,0,3,1,1,0
342,1,0,3,1,1,0
343,1,0,3,1,1,0
344,1,0,3,1,1,0
345,1,0,3,1,1,0
346,1,0,3,1,1,0
347,1,0,3,1,1,0
348,1,0,3,1,1,0
349,1,0,3,1,1,0
350,1,0,3,1,1,0
351,1,0,3,1,1,0
352,1,0,3,1,1,0
353,1,0,3,1,1,0
354,1,0,3,1,1,0
355,1,0,3,1,1,0
356,1,0,3,1,1,0
357,1,0,3,1,1,0
358,1,0,3,1,1,0
359,1,0,3,1,1,0
360,1,0,3,1,1,0
361,1,0,3,1,1,0
362,1,0,3,1,1,0
363,1,0,3,1,1,0
364,1,0,3,1,1,0
365,1,0,3,1,1,0
366,1,0,3,1,1,0
367,1,0,3,1,1,0
368,1,0,3,1,1,0
369,1,0,3,1,1,0
370,1,0,3,1,1,0
371,1,0,3,1,1,0
372,1,0,3,1,1,0
373,1,0,3,1,1,0
374,1,0,3,1,1,0
375,1,0,3,1,1,0
376,1,0,3,1,1,0
377,1,0,3,1,1,0
378,1,0,3,1,1,0
379,1,0,3,1,1,0
380,1,0,3,1,1,0
381,1,0,3,1,1,0
382,1,0,3,1,1,0
383,1,0,3,1,1,0
384,1,0,3,1,1,0
385,1,0,3,1,1,0
386,1,0,3,1,1,0
387,1,0,3,1,1,0
388,1,0,3,1,1,0
389,1,0,3,1,1,0
390,1,0,3,1,1,0
391,1,0,3,1,1,0
392,1,0,3,1,1,0
393,1,0,3,1,1,0
394,1,0,3,1,1,0
395,1,0,3,1,1,0
396,1,0,3,1,1,0
397,1,0,3,1,1,0
398,1,0,3,1,1,0
399,1,0,3,1,1,0
400,1,0,3,1,1,0
401,1,0,3,1,1,0
402,1,0,3,1,1,0
403,1,0,3,1,1,0
404,1,0,3,1,1,0
405,1,0,3,1,1,0
406,1,0,3,1,1,0
407,1,0,3,1,1,0
408,1,0,3,1,1,0
409,1,0,3,1,1,0
410,1,0,3,1,1,0
411,1,0,3,1,1,0
412,1,0,3,1,1,0
413,1,0,3,1,1,0
414,1,0,3,1,1,0
415,1,0,3,1,1,0
416,1,0,3,1,1,0
417,1,0,3,1,1,0
418,1,0,3,1,1,0
419,1,0,3,1,1,0
420,1,0,3,1,1,0
421,1,0,3,1,1,0
422,1,0,3,1,1,0
423,1,0,3,1,1,0
424,1,0,3,1,1,0
425,1,0,3,1,1,0
426,1,0,3,1,1,0
427,1,0,3,1,1,0
428,1,0,3,1,1,0
429,1,0,3,1,1,0
430,1,0,3,1,1,0
431,1,0,3,1,1,0
432,1,0,3,1,1,0
433,1,0,3,1,1,0
434,1,0,3,1,1,0
435,1,0,3,1,1,0
436,1,0,3,1,1,0
437,1,0,3,1,1,0
438,1,0,3,1,1,0
439,1,0,3,1,1,0
440,1,0,3,1,1,0
441,1,0,3,1,1,0
442,1,0,3,1,1,0
443,1,0,3,1,1,0
444,1,0,3,1,1,0
445,1,0,3,1,1,0
446,1,0,3,1,1,0
447,1,0,3,1,1,0
448,1,0,3,1,1,0
449,1,0,3,1,1,0
450,1,0,3,1,1,0
451,1,0,3,1,1,0
452,1,0,3,1,1,0
453,1,0,3,1,1,0
454,1,0,3,1,1,0
455,1,0,3,1,1,0
456,1,0,3,1,1,0
457,1,0,3,1,1,0
458,1,0,3,1,1,0
459,1,0,3,1,1,0
460,1,0,3,1,1,0
461,1,0,3,1,1,0
462,1,0,3,1,1,0
463,1,0,3,1,1,0
464,1,0,3,1,1,0
465,1,0,3,1,1,0
466,1,0,3,1,1,0
467,1,0,3,1,1,0
468,1,0,3,1,1,0
469,1,0,3,1,1,0
470,1,0,3,1,1,0
471,1,0,3,1,1,0
472,1,0,3,1,1,0
473,1,0,3,1,1,0
474,1,0,3,1,1,0
475,1,0,3,1,1,0
476,1,0,3,1,1,0
477,1,0,3,1,1,0
478,1,0,3,1,1,0
479,1,0,3,1,1,0
480,1,0,3,1,1,0
481,2,3,2,0,2,0
482,2,3,2,0,2,0
483,2,3,2,0,2,0
484,2,3,2,0,2,0
485,2,3,2,0,2,0
486,2,3,2,0,2,0
487,2,3,2,0,2,0
488,2,3,2,0,2,0
489,2,3,2,0,2,0
490,2,3,2,0,2,0
491,2,3,2,0,2,0
492,2,3,2,0,2,0
493,2,3,2,0,2,0
494,2,3,2,0,2,0
495,2,3,2,0,2,0
496,2,3,2,0,2,0
497,2,3,2,0,2,0
498,2,3,2,0,2,0
499,2,3,2,0,2,0
500,2,3,2,0,2,0
501,2,3,2,0,2,0
502,2,3,2,0,2,0
503,2,3,2,0,2,0
504,2,3,2,0,2,0
505,2,3,2,0,2,0
506,2,3,2,0,2,0
507,2,3,2,0,2,0
508,2,3,2,0,2,0
509,2,3,2,0,2,0
510,2,3,2,0,2,0
511,2,3,2,0,2,0
512,2,3,2,0,2,0
513,2,3,2,0,2,0
514,2,3,2,0,2,0
515,2,3,2,0,2,0
516,2,3,2,0,2,0
517,2,3,2,0,2,0
518,2,3,2,0,2,0
519,2,3,2,0,2,0
520,2,3,2,0,2,0
521,2,3,2,0,2,0
522,2,3,2,0,2,0
523,2,3,2,0,2,0
524,2,3,2,0,2,0
525,2,3,2,0,2,0
526,2,3,2,0,2,0
527,2,3,2,0,2,0
528,2,3,2,0,2,0
529,2,3,2,0,2,0
530,2,3,2,0,2,0
531,2,3,2,0,2,0
532,2,3,2,0,2,0
533,2,3,2,0,2,0
534,2,3,2,0,2,0
535,2,3,2,0,2,0
536,2,3,2,0,2,0
537,2,3,2,0,2,0
538,2,3,2,0,2,0
539,2,3,2,0,2,0
540,2,3,2,0,2,0
541,2,3,2,0,2,0
542,2,3,2,0,2,0
543,2,3,2,0,2,0
544,2,3,2,0,2,0
545,2,3,2,0,2,0
546,2,3,2,0,2,0
547,2,3,2,0,2,0
548,2,3,2,0,2,0
549,2,3,2,0,2,0
550,2,3,2,0,2,0
551,2,3,2,0,2,0
552,2,3,2,0,2,0
553,2,3,2,0,2,0
554,2,3,2,0,2,0
555,2,3,2,0,2,0
556,2,3,2,0,2,0
557,2,3,2,0,2,0
558,2,3,2,0,2,0
559,2,3,2,0,2,0
560,2,3,2,0,2,0
561,2,3,2,0,2,0
562,2,3,2,0,2,0
563,2,3,2,0,2,0
564,2,3,2,0,2,0
565,2,3,2,0,2,0
566,2,3,2,0,2,0
567,2,3,2,0,2,0
568,2,3,2,0,2,0
569,2,3,2,0,2,0
570,2,3,2,0,2,0
571,2,3,2,0,2,0
572,2,3,2,0,2,0
573,2,3,2,0,2,0
574,2,3,2,0,2,0
575,2,3,2,0,2,0
576,2,3,2,0,2,0
577,2,3,2,0,2,0
578,2,3,2,0,2,0
579,2,3,2,0,2,0
580,2,3,2,0,2,0
581,2,3,2,0,2,0
582,2,3,2,0,2,0
583,2,3,2,0,2,0
584,2,3,2,0,2,0
585,2,3,2,0,2,0
586,2,3,2,0,2,0
587,2,3,2,0,2,0
588,2,3,2,0,2,0
589,2,3,2,0,2,0
590,2,3,2,0,2,0
591,2,3,2,0,2,0
592,2,3,2,0,2,0
593,2,3,2,0,2,0
594,2,3,2,0,2,0
595,2,3,2,0,2,0
596,2,3,2,0,2,0
597,2,3,2,0,2,0
598,2,3,2,0,2,0
599,2,3,2,0,2,0
600,2,3,2,0,2,0
601,2,3,2,0,2,0
602,2,3,2,0,2,0
603,2,3,2,0,2,0
604,2,3,2,0,2,0
605,2,3,2,0,2,0
606,2,3,2,0,2,0
607,2,3,2,0,2,0
608,2,3,2,0,2,0
609,2,3,2,0,2,0
610,2,3,2,0,2,0
611,2,3,2,0,2,0
612,2,3,2,0,2,0
613,2,3,2,0,2,0
614,2,3,2,0,2,0
615,2,3,2,0,2,0
616,2,3,2,0,2,0
617,2,3,2,0,2,0
618,2,3,2,0,2,0
619,2,3,2,0,2,0
620,2,3,2,0,2,0
621,2,3,2,0,2,0
622,2,3,2,0,2,0
623,2,3,2,0,2,0
624,2,3,2,0,2,0
625,2,3,2,0,2,0
626,2,3,2,0,2,0
627,2,3,2,0,2,0
628,2,3,2,0,2,0
629,2,3,2,0,2,0
630,2,3,2,0,2,0
631,2,3,2,0,2,0
632,2,3,2,0,2,0
633,2,3,2,0,2,0
634,2,3,2,0,2,0
635,2,3,2,0,2,0
636,2,3,2,0,2,0
637,2,3,2,0,2,0
638,2,3,2,0,2,0
639,2,3,2,0,2,0
640,2,3,2,0,2,0
641,2,3,2,0,2,0
642,2,3,2,0,2,0
643,2,3,2,0,2,0
644,2,3,2,0,2,0
645,2,3,2,0,2,0
646,2,3,2,0,2,0
647,2,3,2,0,2,0
648,2,3,2,0,2,0
649,2,3,2,0,2,0
650,2,3,2,0,2,0
651,2,3,2,0,2,0
652,2,3,2,0,2,0
653,2,3,2,0,2,0
654,2,3,2,0,2,0
655,2,3,2,0,2,0
656,2,3,2,0,2,0
657,2,3,2,0,2,0
658,2,3,2,0,2,0
659,2,3,2,0,2,0
660,2,3,2,0,2,0
661,2,3,2,0,2,0
662,2,3,2,0,2,0
663,2,3,2,0,2,0
664,2,3,2,0,2,0
665,2,3,2,0,2,0
666,2,3,2,0,2,0
667,2,3,2,0,2,0
668,2,3,2,0,2,0
669,2,3,2,0,2,0
670,2,3,2,0,2,0
671,2,3,2,0,2,0
672,2,3,2,0,2,0
673,2,3,2,0,2,0
674,2,3,2,0,2,0
675,2,3,2,0,2,0
676,2,3,2,0,2,0
677,2,3,2,0,2,0
678,2,3,2,0,2,0
679,2,3,2,0,2,0
680,2,3,2,0,2,0
681,2,3,2,0,2,0
682,2,3,2,0,2,0
683,2,3,2,0,2,0
684,2,3,2,0,2,0
685,2,3,2,0,2,0
686,2,3,2,0,2,0
687,2,3,2,0,2,0
688,2,3,2,0,2,0
689,2,3,2,0,2,0
690,2,3,2,0,2,0
691,2,3,2,0,2,0
692,2,3,2,0,2,0
693,2,3,2,0,2,0
694,2,3,2,0,2,0
695,2,3,2,0,2,0
696,2,3,2,0,2,0
697,2,3,2,0,2,0
698,2,3,2,0,2,0
699,2,3,2,0,2,0
700,2,3,2,0,2,0
701,2,3,2,0,2,0
702,2,3,2,0,2,0
703,2,3,2,0,2,0
704,2,3,2,0,2,0
705,2,3,2,0,2,0
706,2,3,2,0,2,0
707,2,3,2,0,2,0
708,2,3,2,0,2,0
709,2,3,2,0,2,0
710,2,3,2,0,2,0
711,2,3,2,0,2,0
712,2,3,2,0,2,0
713,2,3,2,0,2,0
714,2,3,2,0,2,0
715,2,3,2,0,2,0
716,2,3,2,0,2,0
717,2,3,2,0,2,0
718,2,3,2,0,2,0
719,2,3,2,0,2,0
720,2,3,2,0,2,0
721,3,2,2,0,0,0
722,3,2,2,0,0,0
723,3,2,2,0,0,0
724,3,2,2,0,0,0
726,3,2,2,0,0,0
727,3,2,2,0,0,0
728,3,2,2,0,0,0
729,3,2,2,0,0,0
730,3,2,2,0,0,0
731,3,2,2,0,0,0
732,3,2,2,0,0,0
733,3,2,2,0,0,0
734,3,2,2,0,0,0
735,3,2,2,0,0,0
736,3,2,2,0,0,0
737,3,2,2,0,0,0
738,3,2,2,0,0,0
739,3,2,2,0,0,0
740,3,2,2,0,0,0
741,3,2,2,0,0,0
742,3,2,2,0,0,0
743,3,2,2,0,0,0
744,3,2,2,0,0,0
745,3,2,2,0,0,0
746,3,2,2,0,0,0
747,3,2,2,0,0,0
748,3,2,2,0,0,0
749,3,2,2,0,0,0
750,3,2,2,0,0,0
751,3,2,2,0,0,0
752,3,2,2,0,0,0
753,3,2,2,0,0,0
754,3,2,2,0,0,0
755,3,2,2,0,0,0
756,3,2,2,0,0,0
757,3,2,2,0,0,0
758,3,2,2,0,0,0
759,3,2,2,0,0,0
760,3,2,2,0,0,0
761,3,2,2,0,0,0
762,3,2,2,0,0,0
763,3,2,2,0,0,0
764,3,2,2,0,0,0
765,3,2,2,0,0,0
766,3,2,2,0,0,0
767,3,2,2,0,0,0
768,3,2,2,0,0,0
769,3,2,2,0,0,0
770,3,2,2,0,0,0
771,3,2,2,0,0,0
772,3,2,2,0,0,0
773,3,2,2,0,0,0
774,3,2,2,0,0,0
775,3,2,2,0,0,0
776,3,2,2,0,0,0
777,3,2,2,0,0,0
778,3,2,2,0,0,0
779,3,2,2,0,0,0
780,3,2,2,0,0,0
781,3,2,2,0,0,0
782,3,2,2,0,0,0
783,3,2,2,0,0,0
784,3,2,2,0,0,0
785,3,2,2,0,0,0
786,3,2,2,0,0,0
787,3,2,2,0,0,0
788,3,2,2,0,0,0
789,3,2,2,0,0,0
790,3,2,2,0,0,0
791,3,2,2,0,0,0
792,3,2,2,0,0,0
793,3,2,2,0,0,0
794,3,2,2,0,0,0
795,3,2,2,0,0,0
796,3,2,2,0,0,0
797,3,2,2,0,0,0
798,3,2,2,0,0,0
799,3,2,2,0,0,0
800,3,2,2,0,0,0
801,3,2,2,0,0,0
802,3,2,2,0,0,0
803,3,2,2,0,0,0
804,3,2,2,0,0,0
805,3,2,2,0,0,0
806,3,2,2,0,0,0
807,3,2,2,0,0,0
808,3,2,2,0,0,0
809,3,2,2,0,0,0
810,3,2,2,0,0,0
811,3,2,2,0,0,0
812,3,2,2,0,0,0
813,3,2,2,0,0,0
814,3,2,2,0,0,0
815,3,2,2,0,0,0
816,3,2,2,0,0,0
817,3,2,2,0,0,0
818,3,2,2,0,0,0
819,3,2,2,0,0,0
820,3,2,2,0,0,0
821,3,2,2,0,0,0
822,3,2,2,0,0,0
823,3,2,2,0,0,0
824,3,2,2,0,0,0
825,3,2,2,0,0,0
826,3,2,2,0,0,0
827,3,2,2,0,0,0
828,3,2,2,0,0,0
829,3,2,2,0,0,0
830,3,2,2,0,0,0
831,3,2,2,0,0,0
832,3,2,2,0,0,0
833,3,2,2,0,0,0
834,3,2,2,0,0,0
835,3,2,2,0,0,0
836,3,2,2,0,0,0
837,3,2,2,0,0,0
838,3,2,2,0,0,0
839,3,2,2,0,0,0
840,3,2,2,0,0,0
841,3,2,2,0,0,0
842,3,2,2,0,0,0
843,3,2,2,0,0,0
844,3,2,2,0,0,0
845,3,2,2,0,0,0
846,3,2,2,0,0,0
847,3,2,2,0,0,0
848,3,2,2,0,0,0
849,3,2,2,0,0,0
850,3,2,2,0,0,0
851,3,2,2,0,0,0
852,3,2,2,0,0,0
853,3,2,2,0,0,0
854,3,2,2,0,0,0
855,3,2,2,0,0,0
856,3,2,2,0,0,0
857,3,2,2,0,0,0
858,3,2,2,0,0,0
859,3,2,2,0,0,0
860,3,2,2,0,0,0
861,3,2,2,0,0,0
862,3,2,2,0,0,0
863,3,2,2,0,0,0
864,3,2,2,0,0,0
865,3,2,2,0,0,0
866,3,2,2,0,0,0
867,3,2,2,0,0,0
868,3,2,2,0,0,0
869,3,2,2,0,0,0
870,3,2,2,0,0,0
871,3,2,2,0,0,0
872,3,2,2,0,0,0
873,3,2,2,0,0,0
874,3,2,2,0,0,0
875,3,2,2,0,0,0
876,3,2,2,0,0,0
877,3,2,2,0,0,0
878,3,2,2,0,0,0
879,3,2,2,0,0,0
880,3,2,2,0,0,0
881,3,2,2,0,0,0
882,3,2,2,0,0,0
883,3,2,2,0,0,0
884,3,2,2,0,0,0
885,3,2,2,0,0,0
886,3,2,2,0,0,0
887,3,2,2,0,0,0
888,3,2,2,0,0,0
889,3,2,2,0,0,0
890,3,2,2,0,0,0
891,3,2,2,0,0,0
892,3,2,2,0,0,0
893,3,2,2,0,0,0
894,3,2,2,0,0,0
895,3,2,2,0,0,0
896,3,2,2,0,0,0
897,3,2,2,0,0,0
898,3,2,2,0,0,0
899,3,2,2,0,0,0
900,3,2,2,0,0,0
901,3,2,2,0,0,0
902,3,2,2,0,0,0
903,3,2,2,0,0,0
904,3,2,2,0,0,0
905,3,2,2,0,0,0
906,3,2,2,0,0,0
907,3,2,2,0,0,0
908,3,2,2,0,0,0
909,3,2,2,0,0,0
910,3,2,2,0,0,0
911,3,2,2,0,0,0
912,3,2,2,0,0,0
913,3,2,2,0,0,0
914,3,2,2,0,0,0
915,3,2,2,0,0,0
916,3,2,2,0,0,0
917,3,2,2,0,0,0
918,3,2,2,0,0,0
919,3,2,2,0,0,0
920,3,2,2,0,0,0
921,3,2,2,0,0,0
922,3,2,2,0,0,0
923,3,2,2,0,0,0
924,3,2,2,0,0,0
925,3,2,2,0,0,0
926,3,2,2,0,0,0
927,3,2,2,0,0,0
928,3,2,2,0,0,0
929,3,2,2,0,0,0
930,3,2,2,0,0,0
931,3,2,2,0,0,0
932,3,2,2,0,0,0
933,3,2,2,0,0,0
934,3,2,2,0,0,0
935,3,2,2,0,0,0
936,3,2,2,0,0,0
937,3,2,2,0,0,0
938,3,2,2,0,0,0
939,3,2,2,0,0,0
940,3,2,2,0,0,0
941,3,2,2,0,0,0
942,3,2,2,0,0,0
943,3,2,2,0,0,0
945,4,2,2,0,0,0
946,4,2,2,0,0,0
947,4,2,2,0,0,0
948,4,2,2,0,0,0
949,4,2,2,0,0,0
950,4,2,2,0,0,0
951,4,2,2,0,0,0
952,4,2,2,0,0,0
953,4,2,2,0,0,0
954,4,2,2,0,0,0
955,4,2,2,0,0,0
956,4,2,2,0,0,0
957,4,2,2,0,0,0
958,4,2,2,0,0,0
959,4,2,2,0,0,0
960,4,2,2,0,0,0
961,4,2,2,0,0,0
962,4,2,2,0,0,0
963,4,2,2,0,0,0
964,4,2,2,0,0,0
965,4,2,2,0,0,0
966,4,2,2,0,0,0
967,4,2,2,0,0,0
968,4,2,2,0,0,0
969,4,2,2,0,0,0
970,4,2,2,0,0,0
971,4,2,2,0,0,0
972,4,2,2,0,0,0
973,4,2,2,0,0,0
974,4,2,2,0,0,0
975,4,2,2,0,0,0
976,4,2,2,0,0,0
977,4,2,2,0,0,0
978,4,2,2,0,0,0
979,4,2,2,0,0,0
980,4,2,2,0,0,0
981,4,2,2,0,0,0
982,4,2,2,0,0,0
983,4,2,2,0,0,0
984,4,2,2,0,0,0
985,4,2,2,0,0,0
986,4,2,2,0,0,0
987,4,2,2,0,0,0
988,4,2,2,0,0,0
989,4,2,2,0,0,0
990,4,2,2,0,0,0
991,4,2,2,0,0,0
992,4,2,2,0,0,0
993,4,2,2,0,0,0
994,4,2,2,0,0,0
995,4,2,2,0,0,0
996,4,2,2,0,0,0
997,4,2,2,0,0,0
998,4,2,2,0,0,0
